time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-08-23T19:41:48.220Z,42.6683,-111.4319,6.05,2.6,ml,,47,0.262,0.69,us,us1000gg8d,2018-08-23T20:24:00.040Z,"14km E of Soda Springs, Idaho",earthquake,2.7,8.2,0.044,69,reviewed,us,us
2018-08-23T18:41:26.920Z,-18.0515,-177.8271,604.58,4.6,mb,,80,3.935,0.78,us,us1000gg83,2018-08-23T20:15:48.040Z,"Fiji region",earthquake,13.4,8,0.082,44,reviewed,us,us
2018-08-23T17:27:49.893Z,69.6039,-144.5738,5.2,2.8,ml,,,,0.61,ak,ak20166632,2018-08-23T17:31:35.825Z,"69km SSW of Kaktovik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-08-23T17:16:47.697Z,69.4777,-144.1577,6.2,3.5,ml,,,,0.75,ak,ak20166617,2018-08-23T21:22:03.040Z,"75km SSW of Kaktovik, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-08-23T16:45:58.040Z,38.7633333,-122.7276667,1.72,2.46,md,60,27,0.002798,0.07,nc,nc73074725,2018-08-24T03:03:04.697Z,"3km ESE of The Geysers, CA",earthquake,0.12,0.21,0.186,40,reviewed,nc,nc
2018-08-23T16:41:12.412Z,69.5964,-144.6312,0.8,2.5,ml,,,,0.77,ak,ak20166598,2018-08-23T16:46:07.947Z,"71km SSW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-23T16:30:57.277Z,69.5671,-144.2059,0.1,2.9,ml,,,,0.71,ak,ak20166583,2018-08-24T14:57:10.040Z,"66km SSW of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-08-23T16:11:39.814Z,67.7677,-163.2667,0,2.7,ml,,,,0.76,ak,ak20166551,2018-08-24T14:47:48.040Z,"25km NNW of Noatak, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-08-23T16:11:25.082Z,69.5204,-144.0856,13.3,4,ml,,,,0.88,ak,ak20166550,2018-08-24T14:28:19.040Z,"63km SSW of Kaktovik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-08-23T16:08:21.740Z,-23.925,-67.1173,225.39,4.2,mb,,57,1.374,0.96,us,us1000gg65,2018-08-24T14:19:12.040Z,"87km WNW of San Antonio de los Cobres, Argentina",earthquake,9.9,11.9,0.263,5,reviewed,us,us
2018-08-23T15:59:45.340Z,-20.1593,-70.4589,38.6,4.1,mb,,136,0.327,1.08,us,us1000gg3s,2018-08-24T14:16:56.040Z,"33km WNW of Iquique, Chile",earthquake,5.2,12,0.213,7,reviewed,us,us
2018-08-23T15:17:33.649Z,69.6554,-145.5372,0,3.4,ml,,,,0.86,ak,ak20165607,2018-08-23T18:06:12.040Z,"90km SW of Kaktovik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-08-23T15:04:29.670Z,42.685,-111.4755,9.41,2.49,ml,10,197,0.2878,0.19,uu,uu60294272,2018-08-23T19:49:14.580Z,"11km ENE of Soda Springs, Idaho",earthquake,1.35,1.93,0.284,4,reviewed,uu,uu
2018-08-23T14:56:35.130Z,69.5577,-144.7736,0,2.6,ml,,,,0.95,ak,ak20164676,2018-08-23T16:19:40.040Z,"77km SW of Kaktovik, Alaska",earthquake,,1,,,automatic,ak,ak
2018-08-23T14:42:34.680Z,39.2871,-99.0147,5,2.6,mb_lg,,78,0.734,0.3,us,us1000gg6a,2018-08-23T22:45:14.659Z,"25km ENE of Plainville, Kansas",earthquake,2.3,1.8,0.092,31,reviewed,us,us
2018-08-23T13:30:15.820Z,17.4091,-105.1367,29.93,4,mb,,235,4.325,1.04,us,us1000gg0u,2018-08-23T13:59:29.040Z,"201km SSW of Manzanillo, Mexico",earthquake,12.6,8.3,0.085,37,reviewed,us,us
2018-08-23T13:24:18.966Z,69.6019,-144.6087,2.8,3,ml,,,,0.61,ak,ak20163742,2018-08-23T16:13:43.040Z,"70km SSW of Kaktovik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-08-23T12:44:04.664Z,69.6466,-145.4252,44.3,3.2,ml,,,,0.88,ak,ak20163716,2018-08-23T12:55:48.984Z,"87km SW of Kaktovik, Alaska",earthquake,,4.1,,,automatic,ak,ak
2018-08-23T12:43:16.307Z,69.5432,-144.0623,0.6,2.6,ml,,,,0.77,ak,ak20163715,2018-08-23T12:48:42.991Z,"67km SSW of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-08-23T11:13:11.840Z,23.1281,143.9859,62.7,5,mb,,82,4.274,1.38,us,us1000gfzr,2018-08-23T11:32:11.040Z,"Volcano Islands, Japan region",earthquake,9.6,7.2,0.037,235,reviewed,us,us
2018-08-23T11:11:25.980Z,69.5429,-144.0692,0.1,2.5,ml,,,,0.63,ak,ak20161866,2018-08-23T11:17:29.308Z,"67km SSW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-23T11:10:49.920Z,27.1808,54.2267,10,4.3,mb,,106,2.849,0.98,us,us1000gfzp,2018-08-23T11:23:54.040Z,"54km S of Gerash, Iran",earthquake,3,1.9,0.083,42,reviewed,us,us
2018-08-23T10:52:45.770Z,27.0801,54.1887,10,4.9,mb,,50,2.794,0.94,us,us1000gfzg,2018-08-23T11:08:57.040Z,"60km NNE of Kish, Iran",earthquake,6.9,1.9,0.058,94,reviewed,us,us
2018-08-23T10:10:38.054Z,69.5385,-144.4685,7.8,3.6,ml,,,,0.71,ak,ak20160928,2018-08-24T18:02:42.040Z,"65km SSW of Kaktovik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-08-23T09:44:02.630Z,-17.2289,-69.4587,155.21,4.9,mb,,89,0.359,1.47,us,us1000gfyz,2018-08-24T15:49:13.046Z,"62km E of Chuquitira, Peru",earthquake,6.4,5.4,0.029,412,reviewed,us,us
2018-08-23T09:32:35.280Z,-21.9753,169.2832,25.01,4.6,mb,,112,1.815,1.04,us,us1000gfyy,2018-08-23T10:41:44.040Z,"152km ESE of Tadine, New Caledonia",earthquake,10.3,6.7,0.109,25,reviewed,us,us
2018-08-23T09:15:26.218Z,69.6727,-145.0108,0,3.2,ml,,,,0.76,ak,ak20160907,2018-08-23T09:28:14.022Z,"73km SW of Kaktovik, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-08-23T08:59:28.120Z,69.5217,-144.4603,8.8,3.7,ml,,,,0.58,ak,ak20159998,2018-08-23T15:49:44.040Z,"68km SSW of Kaktovik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-08-23T08:30:27.270Z,69.6029,-145.1899,0,2.7,ml,,,,0.62,ak,ak20159991,2018-08-23T12:24:05.040Z,"84km SW of Kaktovik, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-08-23T08:26:07.380Z,19.2065,-155.4095,34.43,2.92,ml,33,152,0.03286,0.12,hv,hv70560102,2018-08-23T19:03:10.440Z,"5km ENE of Pahala, Hawaii",earthquake,0.61,0.75,0.245,32,reviewed,hv,hv
2018-08-23T07:58:48.435Z,69.5403,-144.7543,0.1,2.7,ml,,,,0.86,ak,ak20159977,2018-08-23T12:36:33.040Z,"79km SW of Kaktovik, Alaska",earthquake,,1.4,,,automatic,ak,ak
2018-08-23T07:46:59.810Z,56.3091,162.7987,10,4.3,mb,,104,4.079,0.83,us,us1000gfxy,2018-08-23T08:11:51.040Z,"21km ENE of Ust'-Kamchatsk Staryy, Russia",earthquake,6.8,1.9,0.091,34,reviewed,us,us
2018-08-23T07:46:39.406Z,69.5475,-144.188,0,2.7,ml,,,,0.58,ak,ak20159097,2018-08-23T12:28:51.040Z,"68km SSW of Kaktovik, Alaska",earthquake,,1,,,automatic,ak,ak
2018-08-23T07:16:23.920Z,43.6432,-127.4849,10,4,mb,,203,2.494,0.95,us,us1000gfxj,2018-08-24T16:15:44.292Z,"255km WNW of Bandon, Oregon",earthquake,8.1,2,0.108,23,reviewed,us,us
2018-08-23T06:37:19.930Z,43.6599,-127.7065,10,3.1,ml,,233,2.653,0.59,us,us1000gfx4,2018-08-23T06:55:34.040Z,"273km WNW of Bandon, Oregon",earthquake,10.5,2,0.042,74,reviewed,us,us
2018-08-23T06:30:57.040Z,69.6003,-144.211,0.7,2.8,ml,,,,0.85,ak,ak20158179,2018-08-23T06:38:09.903Z,"63km SSW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-23T06:16:07.177Z,69.5708,-144.2245,0.2,3,ml,,,,0.71,ak,ak20158170,2018-08-23T06:22:58.466Z,"66km SSW of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-08-23T06:11:50.536Z,58.1218,-156.5254,187.7,2.7,ml,,,,0.95,ak,ak20158161,2018-08-23T06:17:21.516Z,"63km S of King Salmon, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-23T06:03:45.243Z,69.6417,-145.5233,0,3.3,ml,,,,0.88,ak,ak20158136,2018-08-23T07:14:14.040Z,"91km SW of Kaktovik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-08-23T05:42:26.200Z,-21.2946,-68.886,128.18,4.4,mb,,72,1.311,1.41,us,us1000gfwh,2018-08-23T06:42:45.040Z,"129km N of Calama, Chile",earthquake,6.3,7.8,0.139,15,reviewed,us,us
2018-08-23T05:19:03.330Z,29.3417,56.8107,94.45,4.6,mb,,58,0.818,1.09,us,us1000gfwd,2018-08-23T08:04:06.040Z,"7km N of Kuh Sefid, Iran",earthquake,7.2,6,0.062,79,reviewed,us,us
2018-08-23T05:06:38.882Z,69.5449,-144.1774,0.1,3,ml,,,,0.66,ak,ak20157246,2018-08-23T05:27:09.040Z,"68km SSW of Kaktovik, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-08-23T04:30:40.501Z,69.5203,-144.2964,7.3,4.4,ml,,,,0.63,ak,ak20156330,2018-08-23T15:40:01.040Z,"64km SSW of Kaktovik, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-08-23T03:49:34.490Z,33.4878333,-116.803,3.29,2.48,ml,105,27,0.02457,0.22,ci,ci38256312,2018-08-23T15:26:52.850Z,"8km NE of Aguanga, CA",earthquake,0.12,0.37,0.148,131,reviewed,ci,ci
2018-08-23T03:44:07.680Z,-6.3269,103.5929,38.42,5.2,mb,,195,2.053,0.95,us,us1000gfvn,2018-08-23T03:59:51.040Z,"120km SSW of Biha, Indonesia",earthquake,11.4,9.3,0.091,40,reviewed,us,us
2018-08-23T03:41:16.460Z,-18.1628,-178.2124,543.87,5.5,mb,,81,7.493,1.02,us,us1000gfvm,2018-08-23T05:43:10.155Z,"280km N of Ndoi Island, Fiji",earthquake,10.8,7.4,0.152,15,reviewed,us,us
2018-08-23T03:35:15.950Z,51.5106,-177.881,43.91,6.3,mww,,67,0.567,0.72,us,us1000gfvg,2018-08-23T15:05:46.040Z,"45km SSE of Tanaga Volcano, Alaska",earthquake,3.3,6.3,0.061,26,reviewed,us,us
2018-08-23T02:54:45.725Z,69.3822,-144.4338,39.1,2.5,ml,,,,0.78,ak,ak20155375,2018-08-23T02:59:34.981Z,"89km SSW of Kaktovik, Alaska",earthquake,,9.6,,,automatic,ak,ak
2018-08-22T23:55:11.680Z,19.1655,-66.4095,42,2.67,md,9,298,0.6988,0.52,pr,pr2018234008,2018-08-23T14:03:57.833Z,"77km N of Brenas, Puerto Rico",earthquake,3.5,11.28,0.13,7,reviewed,pr,pr
2018-08-22T23:15:34.210Z,-23.3592,-69.5538,78.91,4.3,mwr,,114,0.95,1.87,us,us1000gfsb,2018-08-22T23:36:33.040Z,"92km ENE of Antofagasta, Chile",earthquake,4.8,5.5,0.063,24,reviewed,us,us
2018-08-22T22:49:11.210Z,-61.2147,154.0127,10,5.6,mb,,99,7.23,0.59,us,us1000gfru,2018-08-23T15:13:53.040Z,"Balleny Islands region",earthquake,11.5,1.9,0.074,64,reviewed,us,us
2018-08-22T22:48:42.710Z,-9.1812,114.776,69.94,5,mb,,42,0.937,1.25,us,us1000gfrs,2018-08-24T16:11:11.341Z,"54km SW of Kangin, Indonesia",earthquake,7.1,6.3,0.073,59,reviewed,us,us
2018-08-22T22:38:39.413Z,69.5875,-144.2849,0.3,3.2,ml,,,,0.89,ak,ak20151968,2018-08-22T22:51:16.673Z,"65km SSW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-22T22:03:34.300Z,69.5529,-144.3457,2.1,3,ml,,,,0.78,ak,ak20151862,2018-08-22T22:08:53.137Z,"70km SSW of Kaktovik, Alaska",earthquake,,2.7,,,automatic,ak,ak
2018-08-22T21:56:20.620Z,-7.7063,155.0198,10,5.2,mb,,92,4.501,0.72,us,us1000gfr8,2018-08-22T22:18:32.040Z,"162km SSW of Panguna, Papua New Guinea",earthquake,7.6,1.9,0.072,63,reviewed,us,us
2018-08-22T21:14:55.780Z,31.9011667,-115.8266667,7.02,2.56,ml,12,135,0.146,0.17,ci,ci38256088,2018-08-23T00:22:46.667Z,"72km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.42,0.78,0.157,21,reviewed,ci,ci
2018-08-22T21:09:33.653Z,69.5143,-144.3192,6,3.8,ml,,,,0.97,ak,ak20151032,2018-08-23T21:57:18.040Z,"73km SSW of Kaktovik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-08-22T20:58:46.340Z,-5.4263,152.0616,10,5.2,mb,,89,1.231,0.65,us,us1000gfqf,2018-08-22T21:20:17.040Z,"120km S of Kokopo, Papua New Guinea",earthquake,10.1,1.9,0.088,42,reviewed,us,us
2018-08-22T20:27:57.660Z,69.5869,-144.2319,0.1,2.6,ml,,,,0.97,ak,ak20150314,2018-08-22T20:33:38.759Z,"65km SSW of Kaktovik, Alaska",earthquake,,1,,,automatic,ak,ak
2018-08-22T20:26:29.010Z,-52.7544,27.9149,10,5.5,mb,,36,16.722,0.93,us,us1000gfp8,2018-08-23T15:10:35.040Z,"South of Africa",earthquake,3.5,1.8,0.055,117,reviewed,us,us
2018-08-22T19:58:41.110Z,3.6632,126.5608,10.74,5.1,mb,,59,2.982,0.67,us,us1000gfmz,2018-08-22T22:03:36.040Z,"227km SSE of Sarangani, Philippines",earthquake,6.7,2.7,0.047,149,reviewed,us,us
2018-08-22T19:35:50.010Z,69.4939,-144.5587,9.5,3.5,ml,,,,0.83,ak,ak20149504,2018-08-22T21:42:05.293Z,"71km SSW of Kaktovik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-08-22T19:31:39.260Z,43.6412,-127.3838,10,3.1,ml,,231,2.421,1.11,us,us1000gfm2,2018-08-23T02:01:37.530Z,"247km WNW of Bandon, Oregon",earthquake,10.3,2,0.047,60,reviewed,us,us
2018-08-22T19:30:59.060Z,-25.1855,-176.3056,46.59,4.7,mb,,124,8.478,1.37,us,us1000gfmb,2018-08-22T22:39:32.040Z,"South of the Fiji Islands",earthquake,12.4,8.1,0.096,33,reviewed,us,us
2018-08-22T19:26:11.170Z,69.6201,-144.6473,8.65,3.2,ml,,161,0.327,0.64,us,us1000gflq,2018-08-22T21:16:06.040Z,"69km SW of Kaktovik, Alaska",earthquake,6.1,8.2,0.037,94,reviewed,us,us
2018-08-22T18:49:36.010Z,-6.9547,155.7245,34,5.8,mww,,28,4.482,0.72,us,us1000gfkm,2018-08-25T09:53:32.553Z,"75km SSE of Panguna, Papua New Guinea",earthquake,7.3,1.8,0.053,34,reviewed,us,us
2018-08-22T18:06:44.170Z,44.8031667,-112.9691667,7.66,2.53,ml,23,110,0.089,0.13,mb,mb80307074,2018-08-23T13:19:09.460Z,"35km WNW of Lima, Montana",earthquake,0.35,0.55,0.247,16,reviewed,mb,mb
2018-08-22T18:03:08.720Z,16.7153,-98.511,15.84,5.3,mww,,119,0.844,0.79,us,us1000gfiy,2018-08-24T16:01:59.653Z,"10km WNW of Ometepec, Mexico",earthquake,7.2,4.1,0.071,19,reviewed,us,us
2018-08-22T17:47:24.510Z,40.3816667,-125.1031667,9.86,2.55,md,11,333,0.592,0.11,nc,nc73074300,2018-08-23T02:47:02.458Z,"70km W of Petrolia, CA",earthquake,2.14,1.41,0.198,32,reviewed,nc,nc
2018-08-22T17:34:06.660Z,-16.0244,168.2006,10,5.1,mb,,106,4.814,1.09,us,us1000gfif,2018-08-22T22:48:57.996Z,"84km E of Lakatoro, Vanuatu",earthquake,5.7,1.9,0.041,193,reviewed,us,us
2018-08-22T16:50:02.522Z,69.1119,-147.1192,0,2.6,ml,,,,0.68,ak,ak20147809,2018-08-22T16:55:17.810Z,"127km NNW of Arctic Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-08-22T16:23:35.210Z,-2.9202,-75.4045,143.18,4.9,mb,,122,3.665,0.89,us,us1000gfgj,2018-08-23T01:55:55.040Z,"255km NE of Barranca, Peru",earthquake,3.7,7.3,0.028,397,reviewed,us,us
2018-08-22T16:22:23.500Z,42.6895,-111.451,5,2.6,ml,,59,0.269,0.47,us,us1000gfge,2018-08-23T01:34:12.040Z,"13km ENE of Soda Springs, Idaho",earthquake,1.3,2,0.051,50,reviewed,us,us
2018-08-22T15:28:52.010Z,-18.0307,-177.9986,568.79,4.8,mb,,56,3.77,1.02,us,us1000gff5,2018-08-22T15:47:14.040Z,"299km NNE of Ndoi Island, Fiji",earthquake,11.2,8.4,0.038,215,reviewed,us,us
2018-08-22T15:23:00.390Z,5.7999,126.8372,94.56,4.4,mb,,108,1.776,0.63,us,us1000gff4,2018-08-23T01:19:45.040Z,"95km SE of Pondaguitan, Philippines",earthquake,9.2,7.5,0.069,60,reviewed,us,us
2018-08-22T15:13:04.470Z,69.4534,-145.2826,0,2.7,ml,,,,0.61,ak,ak20146351,2018-08-22T15:18:05.995Z,"99km SW of Kaktovik, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-08-22T15:06:27.850Z,41.4168,142.6237,45.09,5,mb,,134,0.718,0.82,us,us1000gfej,2018-08-24T16:01:22.051Z,"104km SSE of Shizunai, Japan",earthquake,6.7,6.5,0.031,330,reviewed,us,us
2018-08-22T15:02:30.730Z,39.2746,-99.0121,5,3.7,mwr,,78,0.728,0.7,us,us1000gfe0,2018-08-26T14:22:42.940Z,"25km E of Plainville, Kansas",earthquake,4.2,2,0.066,22,reviewed,us,us
2018-08-22T14:52:45.500Z,45.7116,26.7289,131.44,4,mb,,30,0.234,0.54,us,us1000gfg4,2018-08-24T07:49:58.040Z,"1km ESE of Nereju, Romania",earthquake,4.8,1.4,0.231,5,reviewed,us,us
2018-08-22T14:50:22.160Z,-8.1771,116.8216,10,4.9,mb,,49,2.657,0.95,us,us1000gfdn,2018-08-24T07:40:11.040Z,"25km ENE of Belanting, Indonesia",earthquake,2.9,1.9,0.099,32,reviewed,us,us
2018-08-22T14:19:44.343Z,60.377,-147.3591,7.7,3.3,ml,,,,0.65,ak,ak20145619,2018-08-24T07:26:01.040Z,"84km ESE of Whittier, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-08-22T14:15:19.276Z,69.6248,-144.0169,0.9,2.5,ml,,,,0.89,ak,ak20145615,2018-08-24T07:21:10.040Z,"58km SSW of Kaktovik, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-08-22T14:12:34.930Z,43.6598,-127.3436,10,3.6,mb,,219,2.39,1.09,us,us1000gfd6,2018-08-24T06:58:53.040Z,"245km WNW of Bandon, Oregon",earthquake,10.1,2,0.248,4,reviewed,us,us
2018-08-22T13:57:08.897Z,66.3059,-157.2094,6.4,3.4,ml,,,,0.67,ak,ak20145577,2018-08-24T06:53:21.040Z,"68km SSW of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-08-22T13:34:18.650Z,50.9794,-179.9623,11.03,4.2,mb,,241,1.964,0.53,us,us1000gfcv,2018-08-24T06:50:07.040Z,"67km WSW of Amatignak Island, Alaska",earthquake,20.6,11.5,0.076,48,reviewed,us,us
2018-08-22T13:27:47.580Z,10.5844,-62.9204,97.51,5.8,mww,,32,1.977,1.33,us,us1000gfc8,2018-08-25T10:25:57.785Z,"10km W of Yaguaraparo, Venezuela",earthquake,6.8,5.4,0.059,28,reviewed,us,us
2018-08-22T13:20:03.470Z,43.6605,-127.5359,10,4.5,mb,,191,2.53,1.09,us,us1000gfby,2018-08-23T14:41:32.560Z,"260km WNW of Bandon, Oregon",earthquake,7.4,1.9,0.061,78,reviewed,us,us
2018-08-22T13:07:12.657Z,69.5257,-144.227,0.1,3,ml,,,,0.9,ak,ak20144866,2018-08-23T13:11:18.040Z,"71km SSW of Kaktovik, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-08-22T13:06:25.160Z,6.2333,-74.0382,47.73,4.5,mb,,106,1.008,1.26,us,us1000gftc,2018-08-23T00:49:04.707Z,"13km SW of Cimitarra, Colombia",earthquake,3.5,9.9,0.14,15,reviewed,us,us
2018-08-22T12:51:06.245Z,69.5147,-143.7857,0,2.5,ml,,,,0.86,ak,ak20144835,2018-08-22T12:55:39.259Z,"69km S of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-22T12:32:37.604Z,69.115,-147.2038,0,3.4,ml,,,,0.73,ak,ak20144189,2018-08-22T12:44:20.631Z,"129km NNW of Arctic Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-08-22T12:30:05.748Z,69.1151,-147.1989,5.2,3.1,ml,,,,0.82,ak,ak20144184,2018-08-22T12:36:42.399Z,"129km NNW of Arctic Village, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-08-22T12:22:56.550Z,-19.2278,169.0316,133.75,4.7,mb,,110,3.679,0.66,us,us1000gfb1,2018-08-24T15:59:04.303Z,"43km NW of Isangel, Vanuatu",earthquake,11.1,7.4,0.065,71,reviewed,us,us
2018-08-22T12:17:43.080Z,43.3151,-110.9244,3.8,3.2,ml,,70,0.071,0.35,us,us1000gfb0,2018-08-24T21:49:21.290Z,"11km WNW of Hoback, Wyoming",earthquake,3.3,2.6,0.048,57,reviewed,us,us
2018-08-22T12:01:03.832Z,69.5714,-144.8508,3.5,3.3,ml,,,,0.93,ak,ak20144149,2018-08-22T12:10:47.800Z,"78km SW of Kaktovik, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-08-22T11:39:02.489Z,69.5519,-144.3467,0,2.5,ml,,,,0.67,ak,ak20144127,2018-08-22T11:46:26.841Z,"70km SSW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-22T11:31:52.991Z,69.5467,-144.7721,0,2.5,ml,,,,0.98,ak,ak20143499,2018-08-22T11:36:56.124Z,"78km SW of Kaktovik, Alaska",earthquake,,1,,,automatic,ak,ak
2018-08-22T11:24:41.420Z,43.628,-127.4619,10,3.2,ml,,239,2.478,0.66,us,us1000gfa6,2018-08-22T11:54:24.040Z,"253km WNW of Bandon, Oregon",earthquake,9.8,2,0.038,92,reviewed,us,us
2018-08-22T11:13:14.839Z,69.6446,-143.7355,12.3,2.6,ml,,,,0.9,ak,ak20143488,2018-08-22T11:17:48.564Z,"54km S of Kaktovik, Alaska",earthquake,,0.1,,,automatic,ak,ak
2018-08-22T11:10:11.370Z,43.2547,-128.2615,10,3.5,ml,,247,3.104,0.59,us,us1000gf9y,2018-08-22T11:43:53.040Z,"Off the coast of Oregon",earthquake,8,2,0.045,66,reviewed,us,us
2018-08-22T11:05:28.260Z,19.8388333,-156.1165,37.2,2.81,ml,29,231,0.2069,0.17,hv,hv70559187,2018-08-22T20:13:16.450Z,"18km NW of Kalaoa, Hawaii",earthquake,0.75,0.9,0.106,28,reviewed,hv,hv
2018-08-22T10:41:27.950Z,66.3021,-157.1369,4.4,3.6,ml,,,,0.79,ak,ak20143432,2018-08-22T18:18:18.895Z,"68km S of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-08-22T10:37:08.426Z,69.4754,-145.2458,62.1,2.6,ml,,,,0.97,ak,ak20143428,2018-08-22T10:43:57.336Z,"96km SW of Kaktovik, Alaska",earthquake,,2.6,,,automatic,ak,ak
2018-08-22T10:28:59.280Z,8.6586,-83.2306,10,4.6,mb,,159,0.553,0.47,us,us1000gf9u,2018-08-22T14:35:16.203Z,"7km WNW of Golfito, Costa Rica",earthquake,7.2,1.9,0.085,41,reviewed,us,us
2018-08-22T10:08:03.737Z,69.5262,-144.2333,0.1,3,ml,,,,0.9,ak,ak20142792,2018-08-22T10:14:42.531Z,"71km SSW of Kaktovik, Alaska",earthquake,,1,,,automatic,ak,ak
2018-08-22T10:07:05.380Z,38.2556,21.7632,10,4.3,mb,,82,2.113,1.29,us,us1000gf9d,2018-08-22T13:46:16.676Z,"2km ENE of Patrai, Greece",earthquake,6.8,2,0.188,8,reviewed,us,us
2018-08-22T10:01:10.841Z,69.6622,-144.0132,11.3,2.6,ml,,,,0.74,ak,ak20142787,2018-08-22T10:06:34.683Z,"54km SSW of Kaktovik, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-08-22T09:54:48.088Z,68.7533,-147.5346,0.1,2.7,ml,,,,0.78,ak,ak20142781,2018-08-22T10:04:52.473Z,"107km NW of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-08-22T09:31:47.050Z,43.6449,-127.6031,10,6.2,mww,,56,2.579,1.68,us,us1000gf8u,2018-08-27T09:44:17.075Z,"265km WNW of Bandon, Oregon",earthquake,6.9,1.8,0.033,86,reviewed,us,us
2018-08-22T09:25:53.092Z,66.2936,-157.2335,0,2.5,ml,,,,0.74,ak,ak20142728,2018-08-22T09:30:59.132Z,"70km SSW of Kobuk, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-08-22T09:23:39.240Z,32.778,130.6089,10,4.5,mb,,210,0.412,0.59,us,us1000gf8r,2018-08-22T23:23:29.016Z,"11km NNW of Uto, Japan",earthquake,5.5,1.9,0.131,17,reviewed,us,us
2018-08-22T09:18:57.980Z,64.5646,-148.9317,0,2.5,ml,,,,0.93,ak,ak20142107,2018-08-22T09:23:49.810Z,"8km E of North Nenana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-08-22T08:38:02.040Z,-3.4156,139.0167,73.92,4.7,mb,,76,6.775,1.36,us,us1000gf86,2018-08-22T09:24:09.040Z,"194km WSW of Abepura, Indonesia",earthquake,10.6,7.5,0.071,63,reviewed,us,us
2018-08-22T07:44:07.086Z,69.5657,-144.3447,0,2.5,ml,,,,0.63,ak,ak20141468,2018-08-22T07:49:25.224Z,"68km SSW of Kaktovik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-08-22T05:56:42.444Z,69.5467,-144.3368,0,2.6,ml,,,,0.72,ak,ak20140777,2018-08-22T06:02:51.657Z,"70km SSW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-22T05:43:05.876Z,60.4316,-147.3664,4.5,3.8,ml,,,,0.87,ak,ak20140217,2018-08-22T16:38:34.464Z,"81km ESE of Whittier, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-08-22T05:35:49.139Z,69.6128,-144.2944,0,3,ml,,,,0.69,ak,ak20140214,2018-08-22T05:40:45.410Z,"63km SSW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-22T05:30:34.980Z,-4.7883,34.9369,10,4.6,mb,,88,3.928,0.93,us,us1000gf6m,2018-08-22T07:45:13.196Z,"15km SSE of Ilongero, Tanzania",earthquake,9.6,1.9,0.104,28,reviewed,us,us
2018-08-22T05:15:28.335Z,69.566,-144.2273,0,2.9,ml,,,,0.81,ak,ak20140190,2018-08-22T05:20:32.277Z,"67km SSW of Kaktovik, Alaska",earthquake,,1.2,,,automatic,ak,ak
